"ID","Status","LR","LR_SD","RF","RF_SD","GB","GB_SD","GBLUP","GBLUP_SD","LASSO","LASSO_SD","RKHS","RKHS_SD","EGBLUP","EGBLUP_SD","BRR","BRR_SD","BayesB","BayesB_SD","MAF"
"B-152",1,0.533838151047775,0.0196868748901717,0.523122945944382,0.0045273413992907,0.550464987754822,0.0246011193885264,0.478,0,0.4917,0.0075284645033219,0.5127,0.00941688790300585,0.480832,0.00990092004703491,0.493,0.00494413232473045,0.5378,0.0182501141548941,0.05
"B-153",0,0.449361426043344,0.0215291128351941,0.517781241989229,0.00351803475591951,0.483052837848663,0.0205732551932139,0.46,0,0.45,0.0127801930084539,0.4481,0.016113831188006,0.460152,0.0104733798004486,0.4494,0.0074117024584999,0.4372,0.0153101273672037,0.05
"B-154",0,0.470599892351771,0.0281764700523279,0.518400963408254,0.00471244863537303,0.492079851031303,0.0281220902216224,0.448,0,0.4503,0.00881980095517405,0.4797,0.0136304397907364,0.457151,0.00872390133165458,0.4533,0.00780384520605068,0.3908,0.017497936386265,0.05
"B-155",0,0.462680081754564,0.0155083777042394,0.528524203661733,0.00426948282296378,0.559246689081192,0.0249673623502519,0.461,0,0.4591,0.00613641227066398,0.478,0.00936897954837012,0.473985,0.00771360594447672,0.4649,0.00414862761779254,0.475,0.0163435342295083,0.05
"B-156",0,0.541526523864525,0.0221929830280201,0.522219607490222,0.00351383960956489,0.472564190626144,0.0305640281914697,0.559,0,0.5561,0.00855634916954133,0.543,0.0141106736590111,0.542285,0.0100243328955098,0.5537,0.00529255241930686,0.4915,0.0237498538007196,0.05
"B-157",0,0.500233384864848,0.0165340224705061,0.524822653143582,0.00290472658685632,0.51771836578846,0.0294062602234063,0.516,0,0.5084,0.0104051269414009,0.5107,0.0124190713555134,0.50485,0.00705509114832057,0.5066,0.00632806798671162,0.559,0.0149145715474647,0.05
"B-159",0,0.502795232808151,0.0285133326117933,0.525769217945452,0.0055310941731789,0.531530269980431,0.0377259112684266,0.534,0,0.5337,0.0082737872558796,0.5224,0.0107517440445725,0.536264,0.0111493469664271,0.5359,0.00729459465022637,0.5703,0.0175565752165202,0.05
"B-161",1,0.451257083067117,0.0176759141927655,0.523810636390818,0.0044596461912391,0.518979516625404,0.0291211471250256,0.501,0,0.4931,0.0111400179533069,0.4899,0.00707813534767456,0.488814,0.0077385014340274,0.4977,0.00531350480693613,0.4643,0.0142910228232038,0.05
"B-162",0,0.477916177096312,0.016786692810232,0.523321924843329,0.00584135265924332,0.498582005500793,0.0269693316582237,0.454,0,0.475,0.00829993306532581,0.4708,0.00963558220578519,0.480687,0.00822619265247025,0.4808,0.00689283041363352,0.4711,0.0128879788950789,0.05
"B-164",1,0.560732436950447,0.0255044832379092,0.525775030797915,0.00475052150659239,0.544594013690949,0.0178112124242692,0.524,0,0.5304,0.00631048510197293,0.5459,0.0136581274135382,0.523338,0.0119781827595935,0.5287,0.00758727004044714,0.58,0.0130469238605206,0.05
"B-165",0,0.564795249680591,0.0225429012899239,0.52734725635561,0.00257953736689785,0.540696784853935,0.0203180678004742,0.568,0,0.574,0.0114503760248784,0.5603,0.0102094727255296,0.550001,0.0111629490826673,0.5728,0.00817584518226978,0.6069,0.0121422128680621,0.05
"B-166",1,0.408426837230821,0.0341545371553896,0.521963747842282,0.00260707538129138,0.580630171298981,0.0104093381650268,0.447,0,0.4354,0.0127121988656566,0.4581,0.0110800120336878,0.454704,0.00826106288560982,0.4328,0.00850881895447307,0.4538,0.0118584241036582,0.05
"B-167",0,0.50820974224823,0.0250520715741427,0.521616327580156,0.00332427906322774,0.45501689016819,0.0247027143290846,0.501,0,0.5031,0.00965459015759402,0.4972,0.00918694726228469,0.497247,0.00825019467783774,0.5013,0.0050122073203552,0.5435,0.0118438920029599,0.05
"B-169",0,0.582707080050585,0.0186119292674019,0.529134422293839,0.00487764614788628,0.532874047756195,0.0177700318415737,0.612,0,0.6303,0.0151734417102164,0.6141,0.0123148510163768,0.60165,0.0114066569257702,0.6281,0.0076804224420854,0.6078,0.00884181982273886,0.05
